cohort,point_id,window_id,projection_1,projection_2,method,sample_seed
PulseDB-MIMIC,152,pulsedb_mimic-W0052679,-1.820743,-1.080424,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,153,pulsedb_mimic-W0109460,-1.874331,-0.729094,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,154,pulsedb_mimic-W0173713,-1.110662,-1.637748,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,155,pulsedb_mimic-W0195628,-2.124273,-0.001855,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,156,pulsedb_mimic-W0109776,-2.274364,-1.398850,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,157,pulsedb_mimic-W0101297,-1.668394,-1.361250,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,158,pulsedb_mimic-W0010856,-2.833319,0.463353,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,159,pulsedb_mimic-W0127321,-2.882854,1.733489,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,160,pulsedb_mimic-W0098552,-2.193083,1.702700,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,161,pulsedb_mimic-W0160216,-2.124117,-1.374078,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,162,pulsedb_mimic-W0172874,0.007590,-1.208097,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,163,pulsedb_mimic-W0129799,-1.852448,1.762782,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,164,pulsedb_mimic-W0094010,-2.247208,1.269978,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,165,pulsedb_mimic-W0188047,-1.238111,-1.465895,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,166,pulsedb_mimic-W0031878,-1.735431,-0.185112,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,167,pulsedb_mimic-W0191077,-2.845079,1.619443,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,168,pulsedb_mimic-W0078190,-1.299321,-1.720477,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,169,pulsedb_mimic-W0139435,-0.814898,1.314174,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,170,pulsedb_mimic-W0018755,-1.838585,-0.452888,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,171,pulsedb_mimic-W0191867,-0.345921,-3.088429,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,172,pulsedb_mimic-W0147379,-1.768574,0.204281,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,173,pulsedb_mimic-W0093210,-2.501138,0.951813,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,174,pulsedb_mimic-W0129016,-2.084311,-0.192883,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,175,pulsedb_mimic-W0086861,-3.498430,0.117935,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,176,pulsedb_mimic-W0183232,-1.739010,0.690553,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,177,pulsedb_mimic-W0088210,-2.065055,0.906208,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,178,pulsedb_mimic-W0045424,-2.054484,1.816542,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,179,pulsedb_mimic-W0082158,-2.542254,0.959525,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,180,pulsedb_mimic-W0138332,-1.582691,0.814117,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,181,pulsedb_mimic-W0162855,-0.842010,-1.387069,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,182,pulsedb_mimic-W0183822,-2.305517,0.208117,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,183,pulsedb_mimic-W0151603,-1.974356,-0.167254,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,184,pulsedb_mimic-W0169854,-2.488460,-1.058604,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,185,pulsedb_mimic-W0055723,-0.639072,-2.145670,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,186,pulsedb_mimic-W0091824,-2.034296,-0.566641,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,187,pulsedb_mimic-W0124979,-1.469896,-2.322484,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,188,pulsedb_mimic-W0177717,-2.796494,-0.733020,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,189,pulsedb_mimic-W0185941,-1.876556,0.205566,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,190,pulsedb_mimic-W0130211,-1.666979,0.910446,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,191,pulsedb_mimic-W0072361,-2.683710,-0.109619,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,192,pulsedb_mimic-W0001468,-1.793939,-0.359957,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,193,pulsedb_mimic-W0020615,-2.863809,1.369084,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,194,pulsedb_mimic-W0033611,-2.098118,0.011168,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,195,pulsedb_mimic-W0003681,-1.355647,0.692853,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,196,pulsedb_mimic-W0117617,-1.263015,-2.213687,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,197,pulsedb_mimic-W0147410,-2.606068,1.453057,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,198,pulsedb_mimic-W0099801,-2.788728,0.557116,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,199,pulsedb_mimic-W0169257,-2.273407,0.144427,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,200,pulsedb_mimic-W0174503,-1.369524,1.057557,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,201,pulsedb_mimic-W0184626,-1.754349,-1.410944,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,202,pulsedb_mimic-W0150228,-1.843135,-0.823032,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,203,pulsedb_mimic-W0036658,-1.534872,1.452415,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,204,pulsedb_mimic-W0159716,-1.428330,-0.756364,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,205,pulsedb_mimic-W0010090,-0.932961,2.857941,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,206,pulsedb_mimic-W0084447,-3.057065,0.474667,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,207,pulsedb_mimic-W0006790,-1.421141,-1.086107,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,208,pulsedb_mimic-W0041239,-2.251176,-1.432833,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,209,pulsedb_mimic-W0023566,-1.269997,-0.223357,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,210,pulsedb_mimic-W0061482,-1.639992,0.978451,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,211,pulsedb_mimic-W0142440,-1.675485,-0.868249,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,212,pulsedb_mimic-W0058088,-2.417237,-1.963501,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,213,pulsedb_mimic-W0191293,-1.945022,0.044459,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,214,pulsedb_mimic-W0169289,-1.846834,-0.686167,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,215,pulsedb_mimic-W0155082,-1.725087,0.812344,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,216,pulsedb_mimic-W0049595,-1.479993,-1.441954,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,217,pulsedb_mimic-W0131836,-2.463274,-0.743250,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,218,pulsedb_mimic-W0100475,-3.344082,-0.919485,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,219,pulsedb_mimic-W0157567,-0.814461,-1.967336,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,220,pulsedb_mimic-W0062697,-1.147917,-3.058579,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,221,pulsedb_mimic-W0097669,-1.717969,-0.967311,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,222,pulsedb_mimic-W0105147,-0.750409,-0.654502,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,223,pulsedb_mimic-W0103455,-3.118570,0.674370,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,224,pulsedb_mimic-W0091427,-1.497266,-1.370762,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,225,pulsedb_mimic-W0054595,-1.356455,-1.867950,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,226,pulsedb_mimic-W0155273,-2.890841,1.377394,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,227,pulsedb_mimic-W0186094,-1.606427,-3.275906,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,228,pulsedb_mimic-W0019111,-1.959941,-1.089255,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,229,pulsedb_mimic-W0114167,-1.597864,-1.582412,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
PulseDB-MIMIC,230,pulsedb_mimic-W0188921,-2.105343,-1.813615,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4202
MIMIC-BP,1,mimic_bp-W0023484,1.065223,1.474895,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,2,mimic_bp-W0017747,1.224701,-1.819408,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,3,mimic_bp-W0030196,0.020037,0.578947,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,4,mimic_bp-W0015284,1.447181,1.622051,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,5,mimic_bp-W0019011,1.001604,2.337927,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,6,mimic_bp-W0026716,1.432975,0.261320,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,7,mimic_bp-W0034989,0.927573,-1.149729,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,8,mimic_bp-W0025456,0.139033,-0.281684,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,9,mimic_bp-W0033555,0.594014,-1.257061,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,10,mimic_bp-W0007136,0.900410,0.791316,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,11,mimic_bp-W0023720,-0.626352,0.002067,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,12,mimic_bp-W0019284,0.261119,-0.931830,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,13,mimic_bp-W0041951,1.930882,-0.871254,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,14,mimic_bp-W0008629,1.401561,-1.308684,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,15,mimic_bp-W0028315,1.137684,-0.052020,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,16,mimic_bp-W0037205,0.419817,-1.721916,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,17,mimic_bp-W0000146,-0.486494,1.007591,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,18,mimic_bp-W0025859,0.576167,1.090364,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,19,mimic_bp-W0020711,0.147577,1.434796,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,20,mimic_bp-W0032374,1.355532,-1.401138,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,21,mimic_bp-W0035373,0.474622,1.167637,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,22,mimic_bp-W0034732,-0.645831,2.964552,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,23,mimic_bp-W0014609,0.426071,-0.709352,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,24,mimic_bp-W0042320,0.075895,-0.884902,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,25,mimic_bp-W0028974,1.209218,-1.769056,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,26,mimic_bp-W0036383,0.221068,-0.260385,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,27,mimic_bp-W0042594,0.621096,-0.041635,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,28,mimic_bp-W0004424,1.649030,-0.974100,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,29,mimic_bp-W0042242,1.148518,-1.413786,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,30,mimic_bp-W0023494,0.281818,0.982246,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,31,mimic_bp-W0037935,0.715308,-1.178846,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,32,mimic_bp-W0022505,1.168059,1.117904,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,33,mimic_bp-W0038128,0.643153,-2.475140,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,34,mimic_bp-W0006096,0.860777,-1.002758,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,35,mimic_bp-W0013268,-0.848031,-0.531175,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,36,mimic_bp-W0003564,0.997013,0.142919,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,37,mimic_bp-W0014571,0.359077,-0.007034,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,38,mimic_bp-W0010251,0.784264,-0.697468,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,39,mimic_bp-W0032880,0.948889,-0.941113,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,40,mimic_bp-W0001087,0.619372,0.382368,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,41,mimic_bp-W0001599,-0.203453,-0.182154,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,42,mimic_bp-W0032625,0.019618,0.993985,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,43,mimic_bp-W0026043,0.945045,-0.252620,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,44,mimic_bp-W0027843,0.245080,0.748028,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,45,mimic_bp-W0008140,0.412238,0.224173,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,46,mimic_bp-W0021528,0.307473,-0.415324,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,47,mimic_bp-W0017917,0.864229,-1.709927,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,48,mimic_bp-W0020447,1.149486,-0.767736,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,49,mimic_bp-W0008717,0.402197,-0.436331,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,50,mimic_bp-W0016845,1.154590,-2.055166,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,51,mimic_bp-W0041427,0.751842,1.170030,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,52,mimic_bp-W0009540,1.715671,0.359627,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,53,mimic_bp-W0027307,0.090481,1.358921,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,54,mimic_bp-W0026402,0.112232,0.161622,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,55,mimic_bp-W0004053,0.069836,0.128271,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,56,mimic_bp-W0022895,1.392422,-2.359882,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,57,mimic_bp-W0042311,1.069622,2.628081,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,58,mimic_bp-W0038931,1.571465,-1.057978,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,59,mimic_bp-W0006915,1.396222,-0.556610,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,60,mimic_bp-W0024627,0.518439,-0.673856,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,61,mimic_bp-W0022193,0.959668,-0.806918,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,62,mimic_bp-W0042243,-0.847409,0.568097,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,63,mimic_bp-W0012981,-0.614251,1.785537,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,64,mimic_bp-W0029026,1.273261,-0.138743,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,65,mimic_bp-W0026408,0.113910,0.841761,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,66,mimic_bp-W0009244,1.391042,-2.903376,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,67,mimic_bp-W0003329,0.688339,-0.851087,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,68,mimic_bp-W0018883,0.399125,0.148610,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,69,mimic_bp-W0000819,0.833406,-1.306037,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,70,mimic_bp-W0022044,1.036305,0.533208,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,71,mimic_bp-W0004773,0.269763,-0.282422,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,72,mimic_bp-W0009312,0.804695,-1.610065,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,73,mimic_bp-W0013332,0.163653,-0.952128,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,74,mimic_bp-W0015883,-0.494724,-1.261399,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,75,mimic_bp-W0014695,0.840505,-0.134628,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,76,mimic_bp-W0021306,1.322613,-0.262757,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,77,mimic_bp-W0002367,1.140512,-0.181156,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,78,mimic_bp-W0033159,-0.386387,1.498727,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,79,mimic_bp-W0008260,0.669895,0.872007,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,80,mimic_bp-W0022813,1.230951,-1.515292,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,81,mimic_bp-W0016254,1.213490,-0.883549,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,82,mimic_bp-W0026954,-0.347406,0.794481,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,83,mimic_bp-W0007275,1.354109,0.928166,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,84,mimic_bp-W0031499,0.118152,0.885945,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,85,mimic_bp-W0018417,0.073451,-0.948295,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,86,mimic_bp-W0003002,-0.551580,1.093799,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,87,mimic_bp-W0037237,0.534221,0.540390,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,88,mimic_bp-W0014182,2.430161,-0.975666,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,89,mimic_bp-W0014296,-0.397272,1.837611,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,90,mimic_bp-W0011441,0.343893,1.884688,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,91,mimic_bp-W0001873,1.016788,-0.122227,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,92,mimic_bp-W0039696,0.270195,0.358515,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,93,mimic_bp-W0041230,0.911764,-0.602328,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,94,mimic_bp-W0009019,-0.523926,-0.983048,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,95,mimic_bp-W0003864,1.118363,0.214729,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,96,mimic_bp-W0005497,-1.197026,0.725102,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,97,mimic_bp-W0001250,1.165329,-2.368807,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,98,mimic_bp-W0021552,-1.022243,0.247691,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,99,mimic_bp-W0029761,0.725879,-0.306906,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,100,mimic_bp-W0005406,0.518863,1.199270,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,101,mimic_bp-W0019582,1.520617,-1.274453,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,102,mimic_bp-W0024253,0.103314,-2.572005,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,103,mimic_bp-W0040024,-0.525001,1.100916,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,104,mimic_bp-W0026522,-0.009386,-0.702849,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,105,mimic_bp-W0016657,0.636116,-2.271417,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,106,mimic_bp-W0008835,0.328422,0.562539,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,107,mimic_bp-W0040109,0.955985,-0.719496,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,108,mimic_bp-W0022050,1.357949,-1.500470,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,109,mimic_bp-W0021983,1.824494,-0.163576,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,110,mimic_bp-W0039948,0.131359,-0.524611,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,111,mimic_bp-W0022788,0.044367,0.352269,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,112,mimic_bp-W0039580,1.234173,-1.245426,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,113,mimic_bp-W0000357,0.347307,1.365339,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,114,mimic_bp-W0002825,-0.373507,2.928331,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,115,mimic_bp-W0033676,1.598901,0.222675,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
MIMIC-BP,116,mimic_bp-W0033431,1.279565,0.117988,"PCA of standardized released demographic, SQI, spectral, and pulse-shape summaries",4203
